0.035,0.07
0.034998,0.07
0.034987,0.07
0.034957,0.07
0.034902,0.07
0.034813,0.07
0.034686,0.07
0.034515,0.07
0.034295,0.07
0.034025,0.07
0.0337,0.07
0.033319,0.07
0.032881,0.07
0.032384,0.07
0.03183,0.07
0.031219,0.07
0.030551,0.07
0.029829,0.07
0.029054,0.07
0.02823,0.07
0.027359,0.07
0.026444,0.07
0.02549,0.07
0.024499,0.07
0.023477,0.07
0.022428,0.07
0.021357,0.07
0.020267,0.07
0.019166,0.07
0.018056,0.07
0.016944,0.07
0.015834,0.07
0.014733,0.07
0.013643,0.07
0.012572,0.07
0.011523,0.07
0.010501,0.07
0.0095103,0.07
0.0085558,0.07
0.0076411,0.07
0.0067699,0.07
0.0059455,0.07
0.005171,0.07
0.0044488,0.07
0.0037812,0.07
0.0031698,0.07
0.0026157,0.07
0.0021195,0.07
0.0016812,0.07
0.0013003,0.07
0.00097542,0.07
0.00070469,0.07
0.00048544,0.07
0.00031423,0.07
0.00018686,0.07
9.8276e-05,0.07
4.2574e-05,0.07
1.295e-05,0.07
1.6611e-06,0.07
-2.7756e-17,0.07
0,0.07
1.6611e-06,0.07
1.295e-05,0.07
4.2574e-05,0.07
9.8276e-05,0.07
0.00018686,0.07
0.00031423,0.07
0.00048544,0.07
0.00070469,0.07
0.00097542,0.07
0.0013003,0.07
0.0016812,0.07
0.0021195,0.07
0.0026157,0.07
0.0031698,0.07
0.0037812,0.07
0.0044488,0.07
0.005171,0.07
0.0059455,0.07
0.0067699,0.07
0.0076411,0.07
0.0085558,0.07
0.0095103,0.07
0.010501,0.07
0.011523,0.07
0.012572,0.07
0.013643,0.07
0.014733,0.07
0.015834,0.07
0.016944,0.07
0.018056,0.07
0.019166,0.07
0.020267,0.07
0.021357,0.07
0.022428,0.07
0.023477,0.07
0.024499,0.07
0.02549,0.07
0.026444,0.07
0.027359,0.07
0.02823,0.07
0.029054,0.07
0.029829,0.07
0.030551,0.07
0.031219,0.07
0.03183,0.07
0.032384,0.07
0.032881,0.07
0.033319,0.07
0.0337,0.07
0.034025,0.07
0.034295,0.07
0.034515,0.07
0.034686,0.07
0.034813,0.07
0.034902,0.07
0.034957,0.07
0.034987,0.07
0.034998,0.07
0.035,0.07
