0.04,0.06
0.039999,0.060001
0.039994,0.060006
0.039981,0.060019
0.039956,0.060044
0.039917,0.060083
0.039859,0.060141
0.039781,0.060219
0.03968,0.06032
0.039554,0.060446
0.039402,0.060598
0.039221,0.060779
0.039012,0.060988
0.038772,0.061228
0.038501,0.061499
0.038199,0.061801
0.037866,0.062134
0.037501,0.062499
0.037104,0.062896
0.036677,0.063323
0.036219,0.063781
0.035731,0.064269
0.035214,0.064786
0.03467,0.06533
0.034099,0.065901
0.033502,0.066498
0.032882,0.067118
0.032239,0.067761
0.031576,0.068424
0.030894,0.069106
0.030195,0.069805
0.029481,0.070519
0.028755,0.071245
0.028017,0.071983
0.02727,0.07273
0.026517,0.073483
0.02576,0.07424
0.025,0.075
0.02424,0.07576
0.023483,0.076517
0.02273,0.07727
0.021983,0.078017
0.021245,0.078755
0.020519,0.079481
0.019805,0.080195
0.019106,0.080894
0.018424,0.081576
0.017761,0.082239
0.017118,0.082882
0.016498,0.083502
0.015901,0.084099
0.01533,0.08467
0.014786,0.085214
0.014269,0.085731
0.013781,0.086219
0.013323,0.086677
0.012896,0.087104
0.012499,0.087501
0.012134,0.087866
0.011801,0.088199
0.011499,0.088501
0.011228,0.088772
0.010988,0.089012
0.010779,0.089221
0.010598,0.089402
0.010446,0.089554
0.01032,0.08968
0.010219,0.089781
0.010141,0.089859
0.010083,0.089917
0.010044,0.089956
0.010019,0.089981
0.010006,0.089994
0.010001,0.089999
0.01,0.09
