0.035,0.07
0.034999,0.07
0.034993,0.07
0.034978,0.07
0.034949,0.07
0.034903,0.07
0.034835,0.07
0.034744,0.07
0.034626,0.07
0.03448,0.07
0.034302,0.07
0.034091,0.07
0.033847,0.07
0.033567,0.07
0.033252,0.07
0.032899,0.07
0.03251,0.07
0.032084,0.07
0.031622,0.07
0.031123,0.07
0.030589,0.07
0.03002,0.07
0.029417,0.07
0.028781,0.07
0.028115,0.07
0.027419,0.07
0.026696,0.07
0.025946,0.07
0.025172,0.07
0.024377,0.07
0.023561,0.07
0.022728,0.07
0.02188,0.07
0.02102,0.07
0.020149,0.07
0.01927,0.07
0.018386,0.07
0.0175,0.07
0.016614,0.07
0.01573,0.07
0.014851,0.07
0.01398,0.07
0.01312,0.07
0.012272,0.07
0.011439,0.07
0.010623,0.07
0.0098278,0.07
0.0090542,0.07
0.0083045,0.07
0.0075808,0.07
0.0068849,0.07
0.0062186,0.07
0.0055833,0.07
0.0049805,0.07
0.0044113,0.07
0.0038769,0.07
0.0033781,0.07
0.0029156,0.07
0.0024896,0.07
0.0021006,0.07
0.0017484,0.07
0.0014327,0.07
0.001153,0.07
0.00090852,0.07
0.00069811,0.07
0.00052037,0.07
0.00037361,0.07
0.00025581,0.07
0.00016461,0.07
9.7318e-05,0.07
5.0893e-05,0.07
2.1925e-05,0.07
6.6327e-06,0.07
8.4631e-07,0.07
-2.7756e-17,0.07
0,0.07
8.4631e-07,0.07
6.6327e-06,0.07
2.1925e-05,0.07
5.0893e-05,0.07
9.7318e-05,0.07
0.00016461,0.07
0.00025581,0.07
0.00037361,0.07
0.00052037,0.07
0.00069811,0.07
0.00090852,0.07
0.001153,0.07
0.0014327,0.07
0.0017484,0.07
0.0021006,0.07
0.0024896,0.07
0.0029156,0.07
0.0033781,0.07
0.0038769,0.07
0.0044113,0.07
0.0049805,0.07
0.0055833,0.07
0.0062186,0.07
0.0068849,0.07
0.0075808,0.07
0.0083045,0.07
0.0090542,0.07
0.0098278,0.07
0.010623,0.07
0.011439,0.07
0.012272,0.07
0.01312,0.07
0.01398,0.07
0.014851,0.07
0.01573,0.07
0.016614,0.07
0.0175,0.07
0.018386,0.07
0.01927,0.07
0.020149,0.07
0.02102,0.07
0.02188,0.07
0.022728,0.07
0.023561,0.07
0.024377,0.07
0.025172,0.07
0.025946,0.07
0.026696,0.07
0.027419,0.07
0.028115,0.07
0.028781,0.07
0.029417,0.07
0.03002,0.07
0.030589,0.07
0.031123,0.07
0.031622,0.07
0.032084,0.07
0.03251,0.07
0.032899,0.07
0.033252,0.07
0.033567,0.07
0.033847,0.07
0.034091,0.07
0.034302,0.07
0.03448,0.07
0.034626,0.07
0.034744,0.07
0.034835,0.07
0.034903,0.07
0.034949,0.07
0.034978,0.07
0.034993,0.07
0.034999,0.07
0.035,0.07
