0.01,0.09
0.010001,0.09
0.010005,0.089996
0.010016,0.089987
0.010036,0.089971
0.01007,0.089944
0.010118,0.089906
0.010183,0.089854
0.010267,0.089787
0.010372,0.089703
0.010499,0.089601
0.010649,0.089481
0.010824,0.089341
0.011023,0.089181
0.011249,0.089001
0.0115,0.0888
0.011778,0.088577
0.012083,0.088334
0.012413,0.08807
0.012769,0.087785
0.013151,0.087479
0.013557,0.087154
0.013988,0.08681
0.014442,0.086447
0.014918,0.086066
0.015415,0.085668
0.015932,0.085255
0.016467,0.084826
0.01702,0.084384
0.017588,0.083929
0.018171,0.083464
0.018765,0.082988
0.019371,0.082503
0.019986,0.082011
0.020608,0.081514
0.021236,0.081012
0.021867,0.080507
0.0225,0.08
0.023133,0.079493
0.023764,0.078988
0.024392,0.078486
0.025014,0.077989
0.025629,0.077497
0.026235,0.077012
0.026829,0.076536
0.027412,0.076071
0.02798,0.075616
0.028533,0.075174
0.029068,0.074745
0.029585,0.074332
0.030082,0.073934
0.030558,0.073553
0.031012,0.07319
0.031443,0.072846
0.031849,0.072521
0.032231,0.072215
0.032587,0.07193
0.032917,0.071666
0.033222,0.071423
0.0335,0.0712
0.033751,0.070999
0.033977,0.070819
0.034176,0.070659
0.034351,0.070519
0.034501,0.070399
0.034628,0.070297
0.034733,0.070213
0.034817,0.070146
0.034882,0.070094
0.03493,0.070056
0.034964,0.070029
0.034984,0.070013
0.034995,0.070004
0.034999,0.07
0.035,0.07
